wavelength (nm);5_8_2023;5_8_2024;5_8_2025;5_8_2026;5_8_2027;5_8_2028;5_8_2029;5_8_2030;5_8_2031;5_8_2032;12/06/2023;12/06/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;08/05/2023;08/05/2023;22_05_2023;22_05_2024;22_05_2025;22_05_2026;22_05_2027;22_05_2028;22_05_2029;22_05_2030;22_05_2031;22_05_2032;22_05_2033;22_05_2034;22_05_2035;22_05_2036;22_05_2037;22_05_2038;22_05_2039
524.5;-0.25;4.532;7.496;9.05;3.995;2.736;5.088;-1.294;-1.985;-1.619;3,546;3,223;0.224;0.271;0.911;0.758;1.126;3.198;3.06;1.572;31.076;6.272;-0.904;-0.788;-0.513;0.155;1.276;1.306;-0.554;0.974;1.341;0.796;2.376;-0.28;0.596;-0.131;0.304;0.009;1.107;-0.293;-0.052
525;-0.211;4.574;7.646;9.275;4.168;2.858;5.275;-1.199;-1.875;-1.521;3,523;3,198;0.237;0.274;0.879;0.729;1.082;3.104;2.929;1.471;31.014;6.153;-0.932;-0.859;-0.38;0.084;1.136;1.16;-0.428;0.888;1.223;0.869;2.204;-0.206;0.718;-0.04;0.3;0.009;0.958;-0.389;0.061
525.5;-0.211;4.602;7.671;9.333;4.217;2.963;5.356;-1.25;-1.912;-1.532;3,500;3,171;0.263;0.298;0.828;0.689;1.01;2.951;2.843;1.384;30.96;6.037;-0.993;-0.895;-0.31;-0.038;1.003;1.039;-0.332;0.8;1.091;0.957;2.048;-0.106;0.837;0.05;0.303;0.009;0.744;-0.488;0.189
526;-0.263;4.564;7.6;9.225;4.135;2.91;5.326;-1.363;-2.027;-1.696;3,476;3,142;0.328;0.328;0.821;0.657;0.981;2.825;2.802;1.347;30.956;5.977;-0.99;-0.862;-0.263;-0.146;0.913;0.938;-0.302;0.693;0.95;0.992;1.857;-0.069;0.838;0.094;0.317;0.007;0.501;-0.594;0.24
526.5;-0.337;4.447;7.405;9.041;3.911;2.694;5.085;-1.598;-2.304;-1.947;3,452;3,115;0.348;0.335;0.857;0.67;0.97;2.8;2.825;1.399;30.986;5.963;-0.982;-0.804;-0.309;-0.187;0.987;0.904;-0.332;0.674;0.943;0.96;1.821;-0.061;0.742;0.046;0.308;0.005;0.473;-0.55;0.163
527;-0.507;4.195;7.071;8.715;3.53;2.355;4.741;-1.839;-2.678;-2.349;3,427;3,089;0.363;0.39;0.861;0.673;0.942;2.809;2.865;1.449;30.95;6;-0.903;-0.699;-0.328;-0.206;1.102;0.91;-0.303;0.686;0.98;0.944;1.889;-0.003;0.695;0.067;0.3;0.004;0.516;-0.482;0.142
527.5;-0.854;3.811;6.515;8.198;3.023;1.88;4.24;-2.18;-3.098;-2.764;3,400;3,062;0.403;0.476;0.835;0.611;0.903;2.798;2.878;1.465;30.892;5.99;-0.835;-0.612;-0.371;-0.225;1.166;0.993;-0.305;0.698;1.08;0.933;1.973;0.035;0.685;0.077;0.294;0.004;0.546;-0.438;0.122
528;-1.086;3.539;6.036;7.788;2.625;1.49;3.906;-2.413;-3.371;-2.974;3,381;3,041;0.392;0.51;0.867;0.637;0.934;2.813;2.915;1.579;30.875;6.035;-0.715;-0.518;-0.437;-0.24;1.201;1.132;-0.291;0.748;1.136;0.947;2.024;0.022;0.69;0.064;0.266;0.003;0.573;-0.374;0.129
528.5;-1.296;3.355;5.768;7.527;2.387;1.29;3.692;-2.608;-3.439;-3.034;3,356;3,026;0.415;0.517;0.898;0.676;0.962;2.851;3.003;1.704;30.902;6.137;-0.606;-0.408;-0.456;-0.233;1.191;1.187;-0.34;0.774;1.204;0.966;2.08;-0.002;0.701;0.098;0.261;-0.001;0.615;-0.317;0.161
529;-1.54;3.194;5.789;7.51;2.377;1.297;3.696;-2.571;-3.277;-2.933;3,332;3,014;0.39;0.49;0.878;0.659;0.968;2.825;3.041;1.759;30.964;6.254;-0.71;-0.44;-0.513;-0.193;1.225;1.264;-0.401;0.8;1.231;0.927;2.138;0.018;0.718;0.122;0.243;-0.003;0.745;-0.25;0.143
529.5;-1.655;3.192;5.931;7.718;2.572;1.555;3.841;-2.465;-3.101;-2.741;3,311;3,004;0.355;0.458;0.868;0.654;0.956;2.859;3.089;1.801;31.087;6.391;-0.882;-0.581;-0.544;-0.159;1.239;1.278;-0.466;0.83;1.241;0.885;2.177;0.046;0.769;0.074;0.256;-0.008;0.808;-0.202;0.145
530;-1.58;3.311;6.213;8.01;2.853;1.837;4.101;-2.305;-2.917;-2.494;3,295;2,994;0.337;0.425;0.842;0.603;0.915;2.858;3.093;1.866;31.222;6.507;-1.038;-0.737;-0.494;-0.146;1.171;1.231;-0.436;0.776;1.187;0.94;2.103;0.135;0.899;0.143;0.256;-0.006;0.804;-0.223;0.237
530.5;-1.363;3.523;6.596;8.319;3.231;2.201;4.455;-1.953;-2.588;-2.18;3,283;2,986;0.313;0.367;0.806;0.541;0.887;2.767;3.035;1.842;31.283;6.529;-1.175;-0.832;-0.448;-0.154;1.148;1.238;-0.422;0.764;1.214;1.025;2.14;0.165;0.965;0.186;0.272;0;0.85;-0.266;0.336
531;-1.094;3.743;7.01;8.649;3.634;2.597;4.916;-1.545;-2.206;-1.832;3,268;2,974;0.274;0.284;0.786;0.507;0.873;2.691;2.975;1.798;31.327;6.495;-1.193;-0.834;-0.428;-0.086;1.189;1.254;-0.483;0.771;1.233;0.993;2.176;0.129;0.959;0.159;0.261;-0.001;0.904;-0.285;0.328
531.5;-0.725;4.019;7.493;9.017;4.008;2.973;5.279;-1.19;-1.901;-1.532;3,252;2,964;0.243;0.256;0.787;0.519;0.896;2.737;2.987;1.762;31.395;6.464;-1.231;-0.874;-0.451;-0.017;1.336;1.358;-0.575;0.854;1.332;0.946;2.27;0.083;0.873;0.063;0.248;-0.002;1.116;-0.214;0.241
532;-0.489;4.218;7.729;9.201;4.169;3.133;5.398;-1.027;-1.775;-1.437;3,238;2,954;0.331;0.302;0.776;0.518;0.884;2.741;2.957;1.716;31.442;6.475;-1.192;-0.863;-0.445;0.01;1.45;1.457;-0.597;0.907;1.437;0.912;2.407;0.037;0.806;0.036;0.259;-0.007;1.259;-0.16;0.158
532.5;-0.47;4.306;7.694;9.117;4.074;3.023;5.276;-1.106;-1.871;-1.496;3,221;2,939;0.39;0.397;0.75;0.519;0.874;2.796;2.989;1.718;31.498;6.509;-1.158;-0.88;-0.487;0.014;1.473;1.474;-0.64;0.917;1.5;0.912;2.489;-0.011;0.785;-0.006;0.26;-0.013;1.311;-0.131;0.108
533;-0.531;4.26;7.465;8.941;3.866;2.723;5.076;-1.328;-2.061;-1.676;3,209;2,919;0.412;0.424;0.77;0.592;0.913;2.936;3.089;1.829;31.567;6.59;-1.083;-0.894;-0.51;0.004;1.455;1.523;-0.604;0.939;1.499;0.931;2.517;-0.039;0.75;-0.04;0.255;-0.018;1.3;-0.091;0.094
533.5;-0.758;3.987;7.067;8.584;3.425;2.303;4.772;-1.654;-2.292;-1.976;3,186;2,893;0.494;0.461;0.769;0.612;0.946;3.08;3.2;1.92;31.625;6.694;-1.042;-0.87;-0.511;0.01;1.432;1.505;-0.606;0.963;1.513;0.934;2.579;-0.107;0.653;-0.093;0.27;-0.022;1.315;-0.06;0.087
534;-1.045;3.708;6.788;8.262;3.089;1.947;4.517;-1.913;-2.493;-2.25;3,162;2,864;0.495;0.473;0.747;0.579;0.948;3.149;3.266;1.918;31.665;6.765;-1.126;-0.901;-0.485;0.026;1.479;1.499;-0.561;1;1.539;0.948;2.608;-0.109;0.609;-0.074;0.272;-0.024;1.317;-0.025;0.082
534.5;-1.24;3.543;6.495;8.045;2.789;1.692;4.282;-2.163;-2.802;-2.528;3,140;2,837;0.501;0.516;0.706;0.514;0.897;3.123;3.203;1.803;31.592;6.748;-1.164;-0.925;-0.472;-0.014;1.474;1.423;-0.522;0.984;1.533;0.941;2.58;-0.172;0.556;-0.11;0.272;-0.023;1.158;-0.036;0.067
535;-1.303;3.471;6.291;7.857;2.556;1.429;4.082;-2.382;-3.032;-2.737;3,124;2,814;0.525;0.521;0.682;0.443;0.846;3.107;3.109;1.703;31.474;6.693;-1.176;-0.978;-0.385;-0.13;1.337;1.217;-0.393;0.873;1.378;1.013;2.421;-0.195;0.543;-0.041;0.282;-0.01;0.938;-0.173;0.127
535.5;-1.295;3.452;6.275;7.884;2.503;1.413;4.064;-2.349;-3.025;-2.724;3,107;2,794;0.455;0.443;0.664;0.381;0.803;3.052;2.958;1.557;31.343;6.564;-1.206;-0.979;-0.29;-0.175;1.291;1.018;-0.333;0.799;1.342;1.019;2.386;-0.283;0.491;-0.031;0.282;0.006;0.863;-0.298;0.17
536;-1.184;3.506;6.364;8.006;2.626;1.576;4.193;-2.195;-2.908;-2.555;3,093;2,779;0.401;0.358;0.668;0.407;0.803;3.033;2.86;1.444;31.196;6.444;-1.228;-0.967;-0.248;-0.171;1.284;0.903;-0.263;0.743;1.321;1.046;2.317;-0.322;0.487;0.039;0.212;0.017;0.856;-0.341;0.219
536.5;-0.992;3.67;6.655;8.223;2.878;1.832;4.39;-1.921;-2.669;-2.32;3,078;2,772;0.386;0.326;0.729;0.471;0.861;3.015;2.817;1.411;31.167;6.398;-1.243;-1.021;-0.272;-0.164;1.264;0.829;-0.281;0.716;1.333;1.023;2.345;-0.354;0.473;0.045;0.206;0.021;0.962;-0.327;0.175
537;-0.763;3.887;6.856;8.329;3.035;2.069;4.508;-1.75;-2.48;-2.095;3,065;2,766;0.435;0.321;0.779;0.558;0.926;2.987;2.828;1.425;31.236;6.429;-1.256;-1.056;-0.327;-0.189;1.32;0.872;-0.303;0.732;1.41;1;2.442;-0.351;0.488;0.067;0.212;0.022;1.014;-0.341;0.119
537.5;-0.605;4.117;7.014;8.393;3.15;2.217;4.63;-1.645;-2.436;-2.004;3,052;2,762;0.395;0.292;0.849;0.691;0.991;3.035;2.943;1.533;31.352;6.518;-1.348;-1.159;-0.444;-0.134;1.395;1.012;-0.365;0.793;1.457;0.93;2.549;-0.341;0.518;0.027;0.205;0.024;1.114;-0.327;0.038
538;-0.536;4.122;7.049;8.368;3.222;2.247;4.656;-1.613;-2.437;-1.996;3,038;2,753;0.355;0.269;0.9;0.773;1.056;3.098;3.034;1.646;31.47;6.583;-1.418;-1.179;-0.501;-0.111;1.462;1.212;-0.386;0.875;1.552;0.899;2.676;-0.282;0.573;-0.021;0.198;0.023;1.194;-0.271;-0.002
538.5;-0.54;4.039;6.962;8.269;3.207;2.236;4.636;-1.632;-2.559;-2.132;3,017;2,740;0.369;0.308;0.895;0.787;1.119;3.128;3.078;1.666;31.542;6.605;-1.518;-1.211;-0.516;-0.074;1.597;1.403;-0.424;0.963;1.662;0.884;2.861;-0.276;0.581;-0.046;0.186;0.021;1.322;-0.21;0.001
539;-0.508;4.004;6.853;8.111;3.125;2.14;4.517;-1.802;-2.8;-2.386;2,997;2,722;0.372;0.363;0.871;0.776;1.105;3.079;3.064;1.606;31.539;6.53;-1.522;-1.187;-0.506;-0.03;1.711;1.522;-0.441;1.035;1.766;0.889;2.92;-0.175;0.635;0.018;0.159;0.021;1.331;-0.161;0.028
539.5;-0.434;4.016;6.615;7.906;2.902;1.91;4.308;-2.067;-3.106;-2.702;2,975;2,702;0.377;0.412;0.824;0.737;1.084;3.023;3.021;1.566;31.461;6.455;-1.438;-1.141;-0.522;-0.007;1.734;1.562;-0.465;1.027;1.754;0.857;2.917;-0.134;0.66;0;0.135;0.02;1.256;-0.161;0.054
540;-0.39;4.043;6.303;7.633;2.602;1.574;4.036;-2.357;-3.349;-2.997;2,954;2,680;0.38;0.462;0.812;0.709;1.083;3.076;3.014;1.604;31.409;6.447;-1.312;-1.042;-0.502;0.001;1.692;1.496;-0.5;0.978;1.702;0.838;2.879;-0.095;0.678;-0.027;0.142;0.019;1.18;-0.178;0.085
540.5;-0.426;4.129;6.146;7.592;2.459;1.452;3.93;-2.44;-3.44;-3.081;2,931;2,659;0.385;0.504;0.775;0.609;1.015;3.015;2.934;1.528;31.291;6.378;-1.195;-0.914;-0.466;0.016;1.69;1.404;-0.478;0.915;1.651;0.776;2.84;-0.116;0.65;-0.092;0.153;0.015;1.218;-0.138;0.093
541;-0.419;4.216;6.147;7.708;2.452;1.436;3.954;-2.383;-3.38;-2.999;2,910;2,645;0.391;0.509;0.771;0.593;1.021;3.019;2.942;1.602;31.155;6.401;-1.082;-0.779;-0.383;0.008;1.612;1.269;-0.416;0.849;1.62;0.861;2.785;-0.074;0.666;-0.062;0.16;0.009;1.291;-0.081;0.165
541.5;-0.427;4.35;6.359;7.989;2.643;1.581;4.178;-2.133;-3.012;-2.645;2,891;2,630;0.416;0.5;0.834;0.617;1.068;3.018;3;1.778;31.084;6.455;-0.96;-0.719;-0.277;-0.07;1.425;1.085;-0.335;0.758;1.438;0.933;2.666;-0.031;0.681;-0.012;0.209;0;1.285;-0.065;0.201
542;-0.444;4.379;6.652;8.255;2.834;1.799;4.473;-1.855;-2.554;-2.238;2,874;2,613;0.417;0.442;0.875;0.665;1.117;3.066;3.1;1.906;31.066;6.528;-0.965;-0.723;-0.181;-0.129;1.311;1.084;-0.261;0.745;1.346;1.012;2.625;0.031;0.678;0.027;0.258;-0.004;1.262;-0.089;0.22
542.5;-0.654;4.299;6.877;8.434;3.011;1.932;4.724;-1.613;-2.175;-1.957;2,863;2,601;0.407;0.415;0.89;0.685;1.101;2.993;3.073;1.932;31.022;6.52;-1.079;-0.777;-0.189;-0.142;1.243;1.11;-0.234;0.793;1.321;0.983;2.668;0.025;0.642;-0.021;0.29;-0.005;1.324;-0.067;0.168
543;-0.889;4.094;7.028;8.559;3.205;2.088;4.926;-1.409;-1.882;-1.686;2,852;2,594;0.433;0.458;0.892;0.673;1.076;2.993;3.087;2.021;30.995;6.537;-1.196;-0.791;-0.21;-0.189;1.219;1.189;-0.233;0.834;1.335;0.99;2.708;0.035;0.635;-0.034;0.273;-0.003;1.347;-0.043;0.122
543.5;-1.006;3.952;7.124;8.682;3.419;2.314;5.132;-1.217;-1.701;-1.505;2,841;2,590;0.412;0.485;0.901;0.68;1.086;2.991;3.1;2.045;31.023;6.572;-1.282;-0.846;-0.211;-0.198;1.237;1.227;-0.243;0.859;1.261;0.988;2.732;-0.035;0.588;-0.028;0.283;-0.003;1.352;-0.034;0.087
544;-0.945;3.934;7.095;8.608;3.437;2.4;5.202;-1.232;-1.737;-1.581;2,834;2,587;0.356;0.468;0.892;0.678;1.054;3.021;3.166;2.043;31.074;6.574;-1.279;-0.872;-0.285;-0.194;1.206;1.255;-0.305;0.862;1.131;0.948;2.639;-0.097;0.552;-0.02;0.285;0.004;1.201;-0.102;0.038
544.5;-0.817;3.894;6.906;8.338;3.255;2.239;5.04;-1.37;-1.924;-1.766;2,823;2,582;0.289;0.405;0.878;0.693;1.048;3.146;3.263;2.113;31.16;6.629;-1.245;-0.849;-0.411;-0.18;1.18;1.189;-0.404;0.817;1.001;0.889;2.507;-0.217;0.51;-0.05;0.284;0.006;1.061;-0.187;0.015
545;-0.779;3.924;6.609;8.076;3.007;2.008;4.848;-1.578;-2.199;-1.989;2,808;2,573;0.232;0.321;0.86;0.68;1.043;3.296;3.388;2.184;31.26;6.754;-1.232;-0.874;-0.489;-0.147;1.185;1.18;-0.461;0.777;0.951;0.891;2.425;-0.287;0.525;-0.044;0.299;0.004;0.951;-0.254;0.041
545.5;-0.772;4.011;6.393;7.899;2.809;1.844;4.749;-1.758;-2.428;-2.141;2,792;2,560;0.243;0.273;0.843;0.626;1.026;3.361;3.381;2.103;31.295;6.776;-1.139;-0.842;-0.545;-0.111;1.325;1.191;-0.482;0.79;1.025;0.873;2.497;-0.366;0.543;-0.044;0.299;0.002;0.988;-0.239;0.082
546;-0.644;4.179;6.282;7.873;2.66;1.726;4.719;-1.856;-2.633;-2.165;2,772;2,550;0.249;0.228;0.848;0.631;1.028;3.409;3.386;2.079;31.295;6.783;-1.069;-0.807;-0.542;-0.107;1.427;1.175;-0.497;0.781;1.191;0.933;2.582;-0.356;0.601;-0.021;0.288;-0.002;0.977;-0.238;0.159
546.5;-0.519;4.34;6.237;7.922;2.634;1.662;4.689;-1.882;-2.687;-2.121;2,757;2,537;0.265;0.175;0.827;0.616;1.023;3.438;3.424;2.03;31.241;6.75;-1.033;-0.849;-0.525;-0.13;1.49;1.204;-0.409;0.788;1.282;1.002;2.624;-0.266;0.673;0.014;0.271;-0.006;0.988;-0.2;0.238
547;-0.446;4.446;6.295;7.966;2.614;1.623;4.724;-1.817;-2.652;-2.045;2,740;2,516;0.236;0.135;0.782;0.579;0.999;3.466;3.348;1.954;31.191;6.641;-1.096;-0.938;-0.473;-0.126;1.61;1.242;-0.374;0.809;1.435;1.009;2.692;-0.178;0.729;0.016;0.296;-0.01;1.009;-0.177;0.293
547.5;-0.499;4.534;6.39;7.976;2.635;1.631;4.813;-1.747;-2.568;-1.989;2,725;2,491;0.195;0.131;0.7;0.536;0.911;3.237;3.099;1.706;31.076;6.42;-1.142;-0.95;-0.503;-0.112;1.684;1.274;-0.43;0.872;1.632;0.938;2.796;-0.113;0.762;0.014;0.285;-0.017;1.125;-0.116;0.253
548;-0.488;4.563;6.573;8.108;2.808;1.76;4.972;-1.607;-2.469;-1.881;2,709;2,466;0.222;0.2;0.629;0.476;0.839;2.971;2.879;1.486;30.998;6.282;-1.143;-0.973;-0.583;-0.085;1.707;1.305;-0.525;0.923;1.788;0.854;2.845;-0.092;0.774;-0.066;0.268;-0.021;1.163;-0.076;0.136
548.5;-0.4;4.687;6.765;8.308;3.049;1.961;5.132;-1.453;-2.342;-1.765;2,699;2,450;0.188;0.186;0.629;0.473;0.853;2.758;2.713;1.392;30.994;6.198;-1.104;-0.967;-0.605;-0.093;1.675;1.262;-0.538;0.929;1.795;0.819;2.783;-0.081;0.802;-0.046;0.289;-0.027;1.02;-0.134;0.119
549;-0.274;4.833;6.895;8.38;3.151;2.065;5.26;-1.418;-2.293;-1.849;2,689;2,441;0.173;0.147;0.649;0.508;0.894;2.688;2.719;1.415;31.018;6.164;-1.074;-0.916;-0.675;-0.078;1.611;1.242;-0.563;0.915;1.762;0.749;2.646;-0.12;0.772;-0.061;0.316;-0.024;0.789;-0.275;0.067
549.5;-0.282;4.774;6.884;8.214;3.079;1.949;5.208;-1.524;-2.429;-1.979;2,677;2,433;0.162;0.123;0.668;0.576;0.963;2.715;2.771;1.514;31.088;6.211;-1.106;-0.901;-0.718;-0.036;1.494;1.119;-0.581;0.889;1.691;0.791;2.476;-0.174;0.774;-0.027;0.335;-0.023;0.692;-0.401;0.079
550;-0.336;4.776;6.882;8.172;3.024;1.84;5.274;-1.583;-2.463;-2.062;2,664;2,427;0.159;0.065;0.701;0.633;1.045;2.827;2.852;1.678;31.217;6.359;-1.128;-0.912;-0.659;-0.018;1.388;1.043;-0.509;0.844;1.597;0.88;2.359;-0.214;0.773;0.033;0.331;-0.02;0.573;-0.535;0.108
550.5;-0.429;4.677;6.74;8.042;2.808;1.619;5.142;-1.728;-2.555;-2.255;2,649;2,422;0.251;0.097;0.768;0.697;1.157;2.934;2.906;1.842;31.379;6.519;-1.1;-0.895;-0.619;0;1.258;0.968;-0.459;0.824;1.461;0.921;2.373;-0.287;0.746;0.05;0.344;-0.015;0.585;-0.57;0.164
551;-0.467;4.505;6.487;7.874;2.567;1.39;4.94;-1.888;-2.73;-2.468;2,633;2,415;0.27;0.153;0.838;0.744;1.202;3.054;2.977;1.939;31.52;6.682;-1.06;-0.848;-0.564;-0.027;1.182;0.897;-0.377;0.82;1.351;1.034;2.389;-0.313;0.801;0.084;0.31;-0.009;0.602;-0.608;0.25
551.5;-0.475;4.365;6.223;7.703;2.373;1.227;4.648;-2.034;-2.932;-2.677;2,617;2,406;0.319;0.195;0.877;0.757;1.221;3.198;3.108;1.983;31.603;6.846;-1.04;-0.88;-0.574;-0.022;1.187;0.926;-0.305;0.826;1.307;1.012;2.443;-0.317;0.786;0.054;0.306;-0.002;0.654;-0.568;0.256
552;-0.479;4.244;6.008;7.532;2.201;1.077;4.466;-2.119;-3.042;-2.769;2,600;2,391;0.261;0.165;0.862;0.752;1.204;3.424;3.217;2.143;31.73;6.983;-1.043;-0.873;-0.536;-0.026;1.277;0.915;-0.299;0.838;1.286;1.004;2.511;-0.338;0.76;0.027;0.294;0.002;0.787;-0.522;0.268
552.5;-0.459;4.147;5.946;7.507;2.227;1.064;4.429;-2.143;-3.065;-2.706;2,580;2,369;0.169;0.076;0.831;0.759;1.163;3.465;3.241;2.143;31.819;7.078;-0.981;-0.844;-0.539;0.009;1.306;0.953;-0.358;0.897;1.349;0.917;2.585;-0.357;0.675;-0.027;0.273;0;0.984;-0.414;0.192
553;-0.197;4.172;6.134;7.734;2.414;1.209;4.577;-1.989;-2.958;-2.522;2,569;2,347;0.188;0.109;0.759;0.671;1.053;3.318;3.131;2.032;31.796;7.036;-0.988;-0.863;-0.593;0.039;1.306;1.044;-0.433;0.959;1.365;0.824;2.604;-0.365;0.613;-0.174;0.247;-0.002;1.122;-0.254;0.059
553.5;0.042;4.303;6.359;7.972;2.683;1.442;4.701;-1.807;-2.778;-2.234;2,561;2,333;0.185;0.103;0.695;0.586;0.954;3.072;2.965;1.838;31.684;6.933;-0.977;-0.862;-0.596;0.05;1.292;1.03;-0.475;0.997;1.333;0.765;2.569;-0.305;0.606;-0.191;0.253;-0.009;1.125;-0.169;0.03
554;0.17;4.348;6.556;8.155;2.865;1.633;4.962;-1.641;-2.567;-1.986;2,550;2,322;0.225;0.118;0.626;0.549;0.847;2.892;2.778;1.61;31.501;6.794;-0.966;-0.798;-0.659;0.078;1.269;1.071;-0.495;1.005;1.376;0.699;2.567;-0.291;0.579;-0.213;0.27;-0.019;1.155;-0.118;0
554.5;0.142;4.37;6.769;8.256;3.056;1.832;5.202;-1.504;-2.361;-1.686;2,541;2,316;0.259;0.175;0.595;0.505;0.789;2.695;2.573;1.336;31.365;6.707;-1.046;-0.836;-0.687;0.087;1.211;1.024;-0.503;0.992;1.281;0.793;2.485;-0.224;0.605;-0.172;0.289;-0.028;1.163;-0.066;0.009
555;0.1;4.418;6.89;8.303;3.224;2.005;5.506;-1.324;-2.142;-1.461;2,532;2,313;0.289;0.172;0.619;0.543;0.817;2.642;2.46;1.254;31.303;6.661;-1.104;-0.848;-0.704;0.006;1.052;0.914;-0.505;0.899;1.124;0.829;2.303;-0.178;0.644;-0.138;0.326;-0.033;1.021;-0.091;0.013
555.5;-0.119;4.317;6.723;8.101;3.102;1.955;5.483;-1.374;-2.195;-1.537;2,520;2,308;0.322;0.142;0.688;0.587;0.894;2.568;2.424;1.166;31.255;6.637;-1.201;-0.873;-0.656;-0.056;0.836;0.799;-0.484;0.811;0.904;0.906;2.099;-0.095;0.72;-0.124;0.38;-0.037;0.89;-0.096;0.092
556;-0.37;4.198;6.468;7.919;2.945;1.867;5.372;-1.469;-2.26;-1.69;2,510;2,298;0.317;0.205;0.744;0.604;0.902;2.538;2.36;0.993;31.189;6.561;-1.318;-0.915;-0.633;-0.068;0.774;0.747;-0.426;0.775;0.797;1.021;1.998;-0.038;0.85;-0.028;0.352;-0.034;0.752;-0.131;0.138
556.5;-0.632;4.005;6.176;7.695;2.727;1.72;5.141;-1.656;-2.482;-1.946;2,493;2,285;0.34;0.203;0.803;0.673;0.966;2.614;2.383;0.972;31.108;6.526;-1.358;-0.955;-0.611;-0.074;0.763;0.72;-0.363;0.701;0.756;1.073;1.921;-0.01;0.915;0.063;0.356;-0.03;0.654;-0.209;0.242
557;-0.871;3.835;5.82;7.389;2.436;1.434;4.83;-1.962;-2.723;-2.257;2,478;2,276;0.298;0.173;0.85;0.732;1.032;2.681;2.423;1.055;31.119;6.517;-1.346;-0.955;-0.575;-0.06;0.822;0.71;-0.296;0.673;0.755;1.139;1.9;-0.036;0.917;0.137;0.321;-0.024;0.599;-0.277;0.395
557.5;-1.086;3.666;5.44;7.054;2.022;0.942;4.342;-2.438;-3.074;-2.653;2,461;2,261;0.261;0.143;0.875;0.754;1.069;2.658;2.415;1.069;31.102;6.455;-1.335;-1.033;-0.594;-0.05;0.931;0.708;-0.331;0.671;0.831;1.102;1.932;-0.076;0.858;0.177;0.338;-0.019;0.535;-0.372;0.454
558;-1.083;3.64;5.163;6.752;1.569;0.514;3.922;-2.77;-3.349;-2.972;2,444;2,242;0.255;0.163;0.838;0.692;1.035;2.517;2.283;1.007;31;6.268;-1.352;-1.062;-0.649;-0.051;0.997;0.779;-0.45;0.723;0.88;0.988;1.971;-0.112;0.824;0.138;0.326;-0.009;0.531;-0.406;0.421
558.5;-0.954;3.727;5.023;6.5;1.325;0.23;3.553;-2.964;-3.503;-3.12;2,430;2,234;0.19;0.173;0.784;0.637;0.992;2.367;2.212;0.907;30.893;6.143;-1.381;-1.109;-0.717;0.022;1.109;0.822;-0.624;0.829;0.953;0.785;2.113;-0.174;0.722;-0.029;0.343;0.001;0.567;-0.384;0.304
559;-0.763;3.813;5.071;6.51;1.269;0.152;3.481;-3.008;-3.553;-3.192;2,411;2,223;0.186;0.225;0.751;0.593;0.925;2.314;2.109;0.873;30.833;6.04;-1.368;-1.108;-0.759;0.093;1.166;0.867;-0.715;0.915;1.082;0.605;2.277;-0.233;0.634;-0.166;0.34;0.004;0.655;-0.391;0.194
559.5;-0.532;3.909;5.246;6.645;1.361;0.236;3.523;-2.948;-3.519;-3.13;2,395;2,215;0.227;0.252;0.73;0.546;0.881;2.182;1.989;0.795;30.775;6.012;-1.317;-1.049;-0.835;0.122;1.154;0.865;-0.829;1.018;1.153;0.499;2.354;-0.258;0.54;-0.264;0.327;0.009;0.697;-0.307;0.034
560;-0.199;4.107;5.427;6.86;1.605;0.44;3.764;-2.785;-3.41;-2.984;2,383;2,210;0.273;0.227;0.708;0.557;0.885;2.093;1.919;0.758;30.744;6.007;-1.351;-1.058;-0.819;0.03;1.035;0.763;-0.85;1.009;1.166;0.441;2.23;-0.216;0.524;-0.286;0.319;0.016;0.664;-0.28;-0.085
560.5;0.067;4.295;5.591;7.071;1.777;0.584;4;-2.677;-3.327;-2.782;2,367;2,201;0.297;0.186;0.732;0.542;0.916;1.972;1.81;0.637;30.753;5.998;-1.37;-1.04;-0.738;0.003;0.957;0.713;-0.827;1.017;1.179;0.425;2.128;-0.203;0.533;-0.337;0.324;0.017;0.691;-0.225;-0.16
561;0.312;4.479;5.715;7.312;1.975;0.745;4.312;-2.45;-3.15;-2.619;2,358;2,192;0.339;0.216;0.715;0.548;0.938;1.932;1.731;0.494;30.723;6.016;-1.328;-0.962;-0.689;-0.005;0.878;0.765;-0.734;0.985;1.148;0.51;2.035;-0.166;0.568;-0.285;0.281;0.016;0.68;-0.215;-0.176
561.5;0.338;4.49;5.73;7.397;2.13;0.858;4.532;-2.335;-3.104;-2.582;2,342;2,176;0.344;0.208;0.67;0.561;0.958;1.933;1.589;0.43;30.665;6.012;-1.169;-0.841;-0.633;-0.014;0.866;0.735;-0.638;0.95;1.111;0.656;1.975;-0.182;0.61;-0.174;0.274;0.011;0.717;-0.238;-0.064
562;0.179;4.41;5.618;7.349;2.123;0.822;4.577;-2.381;-3.157;-2.637;2,328;2,161;0.362;0.215;0.662;0.602;0.966;1.905;1.486;0.385;30.688;6.003;-1.011;-0.7;-0.627;-0.035;0.963;0.745;-0.578;0.914;1.155;0.731;2.011;-0.206;0.634;-0.074;0.242;0.005;0.71;-0.292;0.094
